test_id,node,test_category,test_description,test,result,failure_reason
995,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.3,FAIL,100% packet loss
996,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.3,FAIL,100% packet loss
997,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.4,FAIL,100% packet loss
998,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.4,FAIL,100% packet loss
999,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.11,FAIL,100% packet loss
1000,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.11,FAIL,100% packet loss
1001,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.12,FAIL,100% packet loss
1002,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.12,FAIL,100% packet loss
1003,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.13,FAIL,100% packet loss
1004,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.13,FAIL,100% packet loss
1005,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.5,FAIL,100% packet loss
1006,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.5,FAIL,100% packet loss
1007,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.6,FAIL,100% packet loss
1008,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.6,FAIL,100% packet loss
1009,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.99.1,FAIL,100% packet loss
1010,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.1,FAIL,100% packet loss
1011,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.1,FAIL,100% packet loss
1012,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.2,FAIL,100% packet loss
1013,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.2,FAIL,100% packet loss
1014,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.3,FAIL,100% packet loss
1015,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.3,FAIL,100% packet loss
1016,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.4,FAIL,100% packet loss
1017,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.4,FAIL,100% packet loss
1018,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.11,FAIL,100% packet loss
1019,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.11,FAIL,100% packet loss
1020,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.12,FAIL,100% packet loss
1021,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.12,FAIL,100% packet loss
1022,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.101.13,FAIL,100% packet loss
1023,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.5 Destination: 192.168.201.13,FAIL,100% packet loss
1024,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.5,FAIL,100% packet loss
1025,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.5,FAIL,100% packet loss
1026,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.6,FAIL,100% packet loss
1027,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.6,FAIL,100% packet loss
1028,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.99.1,FAIL,100% packet loss
1029,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.1,FAIL,100% packet loss
1030,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.1,FAIL,100% packet loss
1031,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.2,FAIL,100% packet loss
1032,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.2,FAIL,100% packet loss
1033,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.3,FAIL,100% packet loss
1034,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.3,FAIL,100% packet loss
1035,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.4,FAIL,100% packet loss
1036,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.4,FAIL,100% packet loss
1037,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.11,FAIL,100% packet loss
1038,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.11,FAIL,100% packet loss
1039,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.12,FAIL,100% packet loss
1040,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.12,FAIL,100% packet loss
1041,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.13,FAIL,100% packet loss
1042,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.13,FAIL,100% packet loss
1043,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.5,FAIL,100% packet loss
1044,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.5,FAIL,100% packet loss
1045,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.6,FAIL,100% packet loss
1046,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.6,FAIL,100% packet loss
1047,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.99.1,FAIL,100% packet loss
1048,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.1,FAIL,100% packet loss
1049,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.1,FAIL,100% packet loss
1050,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.2,FAIL,100% packet loss
1051,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.2,FAIL,100% packet loss
1052,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.3,FAIL,100% packet loss
1053,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.3,FAIL,100% packet loss
1054,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.4,FAIL,100% packet loss
1055,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.4,FAIL,100% packet loss
1056,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.11,FAIL,100% packet loss
1057,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.11,FAIL,100% packet loss
1058,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.12,FAIL,100% packet loss
1059,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.12,FAIL,100% packet loss
1060,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.101.13,FAIL,100% packet loss
1061,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.6 Destination: 192.168.201.13,FAIL,100% packet loss
1062,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.5,FAIL,100% packet loss
1063,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.5,FAIL,100% packet loss
1064,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.6,FAIL,100% packet loss
1065,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.6,FAIL,100% packet loss
1066,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.99.1,FAIL,100% packet loss
1067,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.1,FAIL,100% packet loss
1068,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.1,FAIL,100% packet loss
1069,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.2,FAIL,100% packet loss
1070,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.2,FAIL,100% packet loss
1071,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.3,FAIL,100% packet loss
1072,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.3,FAIL,100% packet loss
1073,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.4,FAIL,100% packet loss
1074,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.4,FAIL,100% packet loss
1075,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.11,FAIL,100% packet loss
1076,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.11,FAIL,100% packet loss
1077,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.12,FAIL,100% packet loss
1078,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.12,FAIL,100% packet loss
1079,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.13,FAIL,100% packet loss
1080,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.13,FAIL,100% packet loss
1081,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.5,FAIL,100% packet loss
1082,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.5,FAIL,100% packet loss
1083,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.6,FAIL,100% packet loss
1084,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.6,FAIL,100% packet loss
1085,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.99.1,FAIL,100% packet loss
1086,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.1,FAIL,100% packet loss
1087,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.1,FAIL,100% packet loss
1088,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.2,FAIL,100% packet loss
1089,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.2,FAIL,100% packet loss
1090,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.3,FAIL,100% packet loss
1091,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.3,FAIL,100% packet loss
1092,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.4,FAIL,100% packet loss
1093,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.4,FAIL,100% packet loss
1094,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.11,FAIL,100% packet loss
1095,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.11,FAIL,100% packet loss
1096,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.12,FAIL,100% packet loss
1097,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.12,FAIL,100% packet loss
1098,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.101.13,FAIL,100% packet loss
1099,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.1 Destination: 192.168.201.13,FAIL,100% packet loss
1100,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.5,FAIL,100% packet loss
1101,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.5,FAIL,100% packet loss
1102,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.6,FAIL,100% packet loss
1103,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.6,FAIL,100% packet loss
1104,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.99.1,FAIL,100% packet loss
1105,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.1,FAIL,100% packet loss
1106,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.1,FAIL,100% packet loss
1107,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.2,FAIL,100% packet loss
1108,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.2,FAIL,100% packet loss
1109,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.3,FAIL,100% packet loss
1110,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.3,FAIL,100% packet loss
1111,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.4,FAIL,100% packet loss
1112,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.4,FAIL,100% packet loss
1113,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.11,FAIL,100% packet loss
1114,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.11,FAIL,100% packet loss
1115,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.12,FAIL,100% packet loss
1116,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.12,FAIL,100% packet loss
1117,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.13,FAIL,100% packet loss
1118,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.13,FAIL,100% packet loss
1119,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.5,FAIL,100% packet loss
1120,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.5,FAIL,100% packet loss
1121,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.6,FAIL,100% packet loss
1122,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.6,FAIL,100% packet loss
1123,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.99.1,FAIL,100% packet loss
1124,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.1,FAIL,100% packet loss
1125,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.1,FAIL,100% packet loss
1126,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.2,FAIL,100% packet loss
1127,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.2,FAIL,100% packet loss
1128,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.3,FAIL,100% packet loss
1129,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.3,FAIL,100% packet loss
1130,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.4,FAIL,100% packet loss
1131,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.4,FAIL,100% packet loss
1132,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.11,FAIL,100% packet loss
1133,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.11,FAIL,100% packet loss
1134,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.12,FAIL,100% packet loss
1135,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.12,FAIL,100% packet loss
1136,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.101.13,FAIL,100% packet loss
1137,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.2 Destination: 192.168.201.13,FAIL,100% packet loss
1138,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.5,FAIL,100% packet loss
1139,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.5,FAIL,100% packet loss
1140,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.6,FAIL,100% packet loss
1141,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.6,FAIL,100% packet loss
1142,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.99.1,FAIL,100% packet loss
1143,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.1,FAIL,100% packet loss
1144,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.1,FAIL,100% packet loss
1145,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.2,FAIL,100% packet loss
1146,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.2,FAIL,100% packet loss
1147,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.3,FAIL,100% packet loss
1148,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.3,FAIL,100% packet loss
1149,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.4,FAIL,100% packet loss
1150,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.4,FAIL,100% packet loss
1151,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.11,FAIL,100% packet loss
1152,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.11,FAIL,100% packet loss
1153,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.12,FAIL,100% packet loss
1154,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.12,FAIL,100% packet loss
1155,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.13,FAIL,100% packet loss
1156,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.201.13,FAIL,100% packet loss
1157,leaf3-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC2 - 192.168.201.3 Destination: 192.168.101.5,FAIL,100% packet loss
1158,leaf3-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC2 - 192.168.201.3 Destination: 192.168.201.5,FAIL,100% packet loss
1159,leaf3-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC2 - 192.168.201.3 Destination: 192.168.101.6,FAIL,100% packet loss
1160,leaf3-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC2 - 192.168.201.3 Destination: 192.168.201.6,FAIL,100% packet loss
1161,leaf3-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC2 - 192.168.201.3 Destination: 192.168.99.1,FAIL,100% packet loss
1162,leaf3-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC2 - 192.168.201.3 Destination: 192.168.101.1,FAIL,100% packet loss
1163,leaf3-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC2 - 192.168.201.3 Destination: 192.168.201.1,FAIL,100% packet loss
